gene,observed_transmissibility,predicted_transmissibility_oof,n_amplified_cases,predicted_percentile,observed_percentile,residual,predicted_rank
VPS29,0.0891,0.3755,101,0.5153,0.1502,-0.2864,3358
CALU,0.8775,0.3754,204,0.5152,0.9672,0.502,3359
RAPGEF6,0.6509,0.3754,106,0.515,0.787,0.2755,3360
FAM126B,0.1649,0.3754,97,0.5149,0.2608,-0.2104,3361
CYTH1,0.2793,0.3753,111,0.5147,0.4171,-0.096,3362
SLC25A10,0.2672,0.3752,116,0.5146,0.4017,-0.1079,3363
AP4B1,0.2459,0.3752,61,0.5144,0.3704,-0.1293,3364
RFXAP,0.3654,0.375,52,0.5143,0.5163,-0.0097,3365
MAP2K4,0.2857,0.3749,42,0.5141,0.4269,-0.0891,3366
BRMS1L,0.3684,0.3747,114,0.514,0.5196,-0.0062,3367
FAM45A,0.0312,0.3747,64,0.5139,0.0508,-0.3434,3368
EPS15L1,0.0889,0.3746,90,0.5137,0.1498,-0.2857,3369
RMND1,0.2449,0.3746,49,0.5136,0.3683,-0.1297,3370
PPFIBP2,0.4912,0.3746,57,0.5134,0.6456,0.1166,3371
RAB14,0.1786,0.3745,56,0.5133,0.2792,-0.196,3372
SLC38A10,0.4348,0.3745,115,0.5131,0.5882,0.0603,3373
TSPYL1,0.2889,0.3745,45,0.513,0.431,-0.0856,3374
CTBS,0.0339,0.3744,59,0.5129,0.0561,-0.3405,3375
FTH1,0.1358,0.3744,81,0.5127,0.2173,-0.2386,3376
SCOC,0.2745,0.3743,51,0.5126,0.4113,-0.0998,3377
SIRT6,0.3867,0.3741,75,0.5124,0.5391,0.0126,3378
ECHDC1,0.0,0.3741,50,0.5123,0.0058,-0.3741,3379
TTC26,0.1961,0.374,204,0.5121,0.3005,-0.1779,3380
TP53RK,0.2973,0.374,148,0.512,0.4419,-0.0767,3381
RAVER1,0.8214,0.374,84,0.5118,0.9267,0.4475,3382
CARM1,0.7882,0.3739,85,0.5117,0.9015,0.4143,3383
GGT1,0.1111,0.3739,72,0.5116,0.1809,-0.2628,3384
ZNF280D,0.4808,0.3739,52,0.5114,0.6332,0.1069,3385
ZBTB40,0.1719,0.3739,64,0.5113,0.2693,-0.202,3386
ABHD17B,0.1356,0.3738,59,0.5111,0.2167,-0.2382,3387
DOHH,0.5479,0.3737,73,0.511,0.6932,0.1743,3388
GDPD1,0.1917,0.3735,120,0.5108,0.2953,-0.1818,3389
EHMT2,0.7576,0.3734,99,0.5107,0.8766,0.3841,3390
DCAF10,0.4286,0.3734,63,0.5105,0.5803,0.0551,3391
TSFM,0.5769,0.3733,130,0.5104,0.7185,0.2036,3392
SURF2,0.4821,0.3733,56,0.5103,0.6349,0.1089,3393
DPH6,0.3061,0.3731,49,0.5101,0.4554,-0.067,3394
SDC4,0.2365,0.3731,148,0.51,0.3567,-0.1366,3395
PSMB1,0.2917,0.373,48,0.5098,0.4344,-0.0813,3396
LMNB1,0.9231,0.3729,104,0.5097,0.9864,0.5501,3397
TRNAU1AP,0.541,0.3729,61,0.5095,0.6875,0.1681,3398
PPP4C,0.7248,0.3729,109,0.5094,0.8519,0.3519,3399
PPP1R18,0.3438,0.3728,96,0.5092,0.4942,-0.029,3400
COPS7B,0.5802,0.3726,81,0.5091,0.7216,0.2076,3401
ELF1,0.3654,0.3726,52,0.509,0.5163,-0.0072,3402
SLK,0.2727,0.3725,55,0.5088,0.4086,-0.0998,3403
OCIAD1,0.443,0.3725,79,0.5087,0.5957,0.0705,3404
RNF126,0.4935,0.3724,77,0.5085,0.6475,0.1211,3405
GNB4,0.0608,0.3724,181,0.5084,0.1025,-0.3116,3406
RAB29,0.2461,0.3724,191,0.5082,0.3708,-0.1263,3407
ABCF2,0.7426,0.3723,202,0.5081,0.8657,0.3702,3408
RBMS1,0.1923,0.3723,104,0.5079,0.2961,-0.18,3409
REPS1,0.4082,0.3723,49,0.5078,0.5583,0.0359,3410
ZC3HAV1,0.7647,0.3722,204,0.5077,0.8818,0.3925,3411
SLC25A32,0.5471,0.3721,170,0.5075,0.6925,0.1749,3412
WDR92,0.568,0.372,125,0.5074,0.7117,0.196,3413
PPP1R12C,0.0309,0.3719,97,0.5072,0.0503,-0.341,3414
NAB2,0.6034,0.3719,116,0.5071,0.744,0.2315,3415
APBB1,0.0182,0.3719,55,0.5069,0.0271,-0.3537,3416
STEAP3,0.3364,0.3718,107,0.5068,0.4851,-0.0353,3417
EPHA2,0.3529,0.3717,68,0.5066,0.5013,-0.0188,3418
MRPS23,0.2655,0.3717,113,0.5065,0.3991,-0.1062,3419
APBA3,0.3243,0.3715,74,0.5064,0.4731,-0.0472,3420
C12orf43,0.8367,0.3715,98,0.5062,0.94,0.4653,3421
UBN1,0.2075,0.3714,106,0.5061,0.3159,-0.1639,3422
CNST,0.3135,0.3713,185,0.5059,0.4624,-0.0578,3423
DCPS,0.4789,0.3713,71,0.5058,0.6314,0.1076,3424
PHKB,0.6796,0.3711,103,0.5056,0.8119,0.3085,3425
TRMT61B,0.3109,0.3711,119,0.5055,0.46,-0.0602,3426
CHMP1A,0.7778,0.3711,81,0.5053,0.8934,0.4067,3427
C18orf25,0.6,0.3711,60,0.5052,0.7407,0.2289,3428
PIGT,0.8649,0.371,148,0.5051,0.9588,0.4939,3429
TRIO,0.5829,0.3709,187,0.5049,0.7243,0.212,3430
FOXK2,0.5357,0.3709,112,0.5048,0.6818,0.1648,3431
CUTC,0.1754,0.3708,57,0.5046,0.2753,-0.1954,3432
MCU,0.5652,0.3707,69,0.5045,0.7096,0.1945,3433
TMX4,0.053,0.3707,132,0.5043,0.0907,-0.3177,3434
IFI35,0.6415,0.3707,106,0.5042,0.7784,0.2708,3435
WDR73,0.1692,0.3706,65,0.504,0.2666,-0.2014,3436
ZNF316,0.6167,0.3706,227,0.5039,0.7556,0.2462,3437
LMF2,0.4688,0.3705,64,0.5038,0.6219,0.0982,3438
LTBP4,0.1121,0.3705,116,0.5036,0.1816,-0.2584,3439
FZD1,0.5676,0.3704,222,0.5035,0.7112,0.1971,3440
PDF,0.2653,0.3703,98,0.5033,0.3987,-0.105,3441
H2AFV,0.2601,0.3703,223,0.5032,0.3906,-0.1102,3442
MTIF2,0.2397,0.3701,121,0.503,0.3605,-0.1304,3443
WIZ,0.7174,0.37,92,0.5029,0.8459,0.3474,3444
NDRG3,0.3816,0.37,152,0.5027,0.5329,0.0116,3445
ZDHHC3,0.4894,0.3699,47,0.5026,0.6424,0.1194,3446
RHBDF2,0.8512,0.3698,121,0.5025,0.9503,0.4814,3447
MVD,0.6282,0.3698,78,0.5023,0.766,0.2584,3448
CAPN7,0.3542,0.3698,48,0.5022,0.5025,-0.0156,3449
BOD1,0.5391,0.3697,128,0.502,0.6849,0.1694,3450
PDCD2L,0.8254,0.3697,126,0.5019,0.9303,0.4557,3451
MRPL44,0.2625,0.3697,80,0.5017,0.394,-0.1072,3452
ANXA1,0.45,0.3696,60,0.5016,0.6036,0.0804,3453
ABHD12,0.4762,0.3696,147,0.5014,0.6292,0.1066,3454
QPCTL,0.4674,0.3695,92,0.5013,0.6196,0.0978,3455
YRDC,0.475,0.3695,80,0.5012,0.6281,0.1055,3456
SLC15A4,0.2778,0.3695,90,0.501,0.4147,-0.0917,3457
METTL1,0.7634,0.3695,131,0.5009,0.8806,0.3939,3458
SSH1,0.2451,0.3694,102,0.5007,0.3692,-0.1243,3459
PRKRIP1,0.5467,0.3694,214,0.5006,0.6919,0.1773,3460
AKR1C3,0.3882,0.3693,85,0.5004,0.5404,0.0189,3461
RAD50,0.8073,0.3693,109,0.5003,0.9147,0.438,3462
RBCK1,0.2748,0.3693,131,0.5001,0.4118,-0.0945,3463
TANGO2,0.037,0.3691,81,0.5,0.0622,-0.3321,3464
HPS5,0.2,0.3691,60,0.4999,0.3065,-0.1691,3465
MFSD10,0.3621,0.3691,58,0.4997,0.5123,-0.007,3466
ERBB2,0.4417,0.369,120,0.4996,0.5941,0.0726,3467
BIRC2,0.5238,0.369,84,0.4994,0.6705,0.1548,3468
PPM1F,0.04,0.3689,75,0.4993,0.0671,-0.3289,3469
FAF1,0.4,0.3689,65,0.4991,0.5513,0.0311,3470
VTI1A,0.5,0.3686,60,0.499,0.6533,0.1314,3471
FAM20B,0.5585,0.3686,188,0.4988,0.7034,0.1899,3472
GGA3,0.2439,0.3685,123,0.4987,0.3661,-0.1246,3473
PKP4,0.1604,0.3684,106,0.4986,0.2537,-0.208,3474
WDR59,0.2151,0.3682,93,0.4984,0.3266,-0.1532,3475
NHLRC3,0.0943,0.3682,53,0.4983,0.1572,-0.2739,3476
FAM91A1,0.9444,0.3682,180,0.4981,0.9926,0.5762,3477
REL,0.7419,0.3681,124,0.498,0.8649,0.3738,3478
RTCB,0.4531,0.3681,64,0.4978,0.6064,0.085,3479
DCP1A,0.5349,0.3681,43,0.4977,0.6811,0.1668,3480
GATAD2A,0.8542,0.368,96,0.4975,0.9524,0.4861,3481
TBK1,0.5041,0.3678,123,0.4974,0.6571,0.1363,3482
PRKAA2,0.381,0.3678,63,0.4973,0.5318,0.0132,3483
HMOX2,0.5413,0.3677,109,0.4971,0.688,0.1736,3484
CTNNA1,0.1842,0.3677,114,0.497,0.2869,-0.1835,3485
SDHAF2,0.5062,0.3677,81,0.4968,0.6587,0.1385,3486
PNPLA6,0.0519,0.3676,77,0.4967,0.0883,-0.3157,3487
CEBPB,0.4516,0.3675,155,0.4965,0.6048,0.0841,3488
DENND4C,0.2174,0.3673,46,0.4964,0.3296,-0.15,3489
CNPY3,0.6509,0.3673,106,0.4962,0.787,0.2836,3490
TRIM22,0.5283,0.3673,53,0.4961,0.6747,0.161,3491
METTL15,0.2459,0.3673,61,0.496,0.3704,-0.1214,3492
CA13,0.4276,0.3672,152,0.4958,0.5787,0.0604,3493
RCHY1,0.4127,0.3672,63,0.4957,0.5647,0.0455,3494
PLCG1,0.2517,0.3672,147,0.4955,0.3786,-0.1155,3495
STK3,0.5595,0.3672,168,0.4954,0.7046,0.1923,3496
PANK4,0.1129,0.3672,62,0.4952,0.1837,-0.2543,3497
AAAS,0.6847,0.3671,111,0.4951,0.8166,0.3175,3498
LRRC59,0.76,0.367,125,0.4949,0.8781,0.393,3499
ERAP1,0.5517,0.3669,87,0.4948,0.6974,0.1848,3500
CELF2,0.0595,0.3669,84,0.4947,0.1006,-0.3074,3501
THTPA,0.2381,0.3669,84,0.4945,0.3588,-0.1288,3502
SLC25A3,0.38,0.3669,100,0.4944,0.5307,0.0131,3503
PCYT2,0.0789,0.3668,114,0.4942,0.1317,-0.2879,3504
BICD2,0.661,0.3668,59,0.4941,0.7974,0.2942,3505
COMT,0.2593,0.3668,81,0.4939,0.3898,-0.1075,3506
TTC5,0.3579,0.3668,95,0.4938,0.5069,-0.0089,3507
RAB22A,0.3052,0.3666,154,0.4936,0.4541,-0.0614,3508
SESTD1,0.0374,0.3666,107,0.4935,0.0628,-0.3292,3509
NRAS,0.3833,0.3666,60,0.4934,0.5357,0.0168,3510
NCOA1,0.1842,0.3665,114,0.4932,0.2869,-0.1822,3511
NUDT19,0.2171,0.3664,129,0.4931,0.3288,-0.1494,3512
PEX11B,0.1598,0.3664,194,0.4929,0.2525,-0.2066,3513
ZNF414,0.3671,0.3663,79,0.4928,0.5179,0.0008,3514
SSH3,0.2037,0.3662,108,0.4926,0.3111,-0.1625,3515
CAPN15,0.6263,0.3661,99,0.4925,0.7634,0.2601,3516
FOSL2,0.9145,0.3661,117,0.4923,0.9835,0.5484,3517
VAMP2,0.025,0.366,40,0.4922,0.0402,-0.341,3518
BLOC1S2,0.386,0.3659,57,0.4921,0.5382,0.02,3519
SCRN2,0.0089,0.3658,112,0.4919,0.0128,-0.3569,3520
ARL1,0.7767,0.3658,103,0.4918,0.893,0.4109,3521
NEIL2,0.35,0.3658,60,0.4916,0.4988,-0.0158,3522
BIN3,0.1525,0.3657,59,0.4915,0.244,-0.2132,3523
HSCB,0.25,0.3656,68,0.4913,0.3758,-0.1156,3524
PTPMT1,0.127,0.3656,63,0.4912,0.205,-0.2386,3525
REXO2,0.3286,0.3655,70,0.491,0.4778,-0.0369,3526
DCTN6,0.069,0.3653,58,0.4909,0.1147,-0.2963,3527
ROCK1,0.2105,0.3652,114,0.4908,0.3205,-0.1547,3528
LOXL1,0.2034,0.3652,59,0.4906,0.3101,-0.1618,3529
SEC24C,0.6812,0.3651,69,0.4905,0.8132,0.3161,3530
SDHB,0.1343,0.365,67,0.4903,0.2153,-0.2307,3531
CACNA2D1,0.1318,0.365,220,0.4902,0.2115,-0.2331,3532
TAP1,0.5204,0.365,98,0.49,0.6684,0.1554,3533
RGS19,0.2484,0.3649,161,0.4899,0.3735,-0.1165,3534
C1S,0.1691,0.3649,136,0.4897,0.2663,-0.1958,3535
VAV2,0.2642,0.3648,53,0.4896,0.3965,-0.1006,3536
TPI1,0.781,0.3647,137,0.4895,0.895,0.4164,3537
TMEM205,0.2118,0.3644,85,0.4893,0.323,-0.1526,3538
PGAM5,0.5517,0.3643,87,0.4892,0.6974,0.1874,3539
FKBP1A,0.2273,0.3642,132,0.489,0.3438,-0.1369,3540
ASPSCR1,0.2301,0.364,113,0.4889,0.3496,-0.1339,3541
FH,0.1505,0.364,186,0.4887,0.2413,-0.2134,3542
GNPAT,0.625,0.3639,184,0.4886,0.7627,0.2611,3543
DPH1,0.6047,0.3638,43,0.4884,0.7453,0.2409,3544
SNX6,0.1468,0.3638,109,0.4883,0.2343,-0.217,3545
EML3,0.1392,0.3637,79,0.4882,0.2213,-0.2245,3546
APOE,0.1414,0.3637,99,0.488,0.2255,-0.2223,3547
NBR1,0.4095,0.3637,105,0.4879,0.5601,0.0459,3548
UQCRC1,0.0698,0.3636,43,0.4877,0.1162,-0.2938,3549
ATP6V0C,0.1134,0.3635,97,0.4876,0.1847,-0.2501,3550
DDX58,0.5429,0.3635,70,0.4874,0.6889,0.1793,3551
UQCRH,0.2025,0.3635,79,0.4873,0.3092,-0.161,3552
PHYH,0.2169,0.3635,83,0.4871,0.3285,-0.1466,3553
DHODH,0.3333,0.3635,96,0.487,0.4822,-0.0301,3554
PDHX,0.2206,0.3633,68,0.4869,0.3347,-0.1427,3555
DHX30,0.381,0.3633,42,0.4867,0.5318,0.0177,3556
TAOK2,0.1,0.3632,110,0.4866,0.1665,-0.2632,3557
NR2F6,0.5638,0.3632,94,0.4864,0.7081,0.2006,3558
CKB,0.087,0.3631,92,0.4863,0.1472,-0.2761,3559
CDC42EP4,0.0583,0.3629,120,0.4861,0.0983,-0.3046,3560
INPP5A,0.0303,0.3629,66,0.486,0.0486,-0.3326,3561
BBS9,0.0664,0.3629,226,0.4859,0.1105,-0.2965,3562
PAK4,0.4179,0.3628,134,0.4857,0.5689,0.0551,3563
SNX27,0.2273,0.3628,198,0.4856,0.3438,-0.1355,3564
GPR180,0.6029,0.3627,68,0.4854,0.7432,0.2402,3565
C1GALT1,0.3886,0.3627,229,0.4853,0.5414,0.0259,3566
SCARB2,0.3438,0.3627,64,0.4851,0.4942,-0.0189,3567
ERGIC3,0.8758,0.3627,161,0.485,0.9661,0.5131,3568
BCS1L,0.1928,0.3626,83,0.4848,0.2969,-0.1699,3569
MTX2,0.0092,0.3626,109,0.4847,0.013,-0.3535,3570
WDR4,0.8971,0.3626,68,0.4846,0.9768,0.5345,3571
FKBP15,0.3519,0.3626,54,0.4844,0.5004,-0.0107,3572
PAIP2,0.5385,0.3626,117,0.4843,0.6845,0.1759,3573
PFKM,0.0885,0.3625,113,0.4841,0.1493,-0.274,3574
CLCN3,0.42,0.3625,50,0.484,0.571,0.0575,3575
PNPLA2,0.3061,0.3624,49,0.4838,0.4554,-0.0563,3576
SLC44A2,0.0118,0.3623,85,0.4837,0.0166,-0.3506,3577
ARFIP2,0.3273,0.3623,55,0.4835,0.4765,-0.035,3578
LYRM2,0.38,0.3623,50,0.4834,0.5307,0.0177,3579
NAA50,0.8319,0.3623,113,0.4833,0.9365,0.4696,3580
BROX,0.7923,0.3623,183,0.4831,0.9036,0.4301,3581
FCHSD1,0.5641,0.3623,117,0.483,0.7086,0.2018,3582
RNASET2,0.4444,0.3622,45,0.4828,0.5969,0.0823,3583
PPP2R1B,0.2676,0.3621,71,0.4827,0.4019,-0.0945,3584
SIRT3,0.1633,0.3621,49,0.4825,0.2576,-0.1988,3585
RREB1,0.6522,0.362,92,0.4824,0.7882,0.2901,3586
ZFAND2B,0.1728,0.362,81,0.4822,0.2706,-0.1891,3587
CEP170B,0.5,0.3619,84,0.4821,0.6533,0.1381,3588
ELOF1,0.0952,0.3618,84,0.482,0.1587,-0.2666,3589
HTT,0.3036,0.3618,56,0.4818,0.4517,-0.0583,3590
CIB1,0.1944,0.3618,72,0.4817,0.2988,-0.1674,3591
RPL26L1,0.4015,0.3618,132,0.4815,0.5526,0.0398,3592
PDXDC1,0.713,0.3618,108,0.4814,0.8432,0.3512,3593
FGFR1OP,0.7391,0.3617,46,0.4812,0.8622,0.3774,3594
ARHGEF18,0.2727,0.3617,77,0.4811,0.4086,-0.089,3595
RPS6KB1,0.5328,0.3616,122,0.4809,0.6781,0.1712,3596
SUCLA2,0.0612,0.3615,49,0.4808,0.1028,-0.3002,3597
NEDD9,0.3529,0.3614,102,0.4807,0.5013,-0.0084,3598
TYW5,0.5455,0.3613,99,0.4805,0.6909,0.1841,3599
NUMA1,0.5392,0.3613,102,0.4804,0.6853,0.1779,3600
STX2,0.0444,0.3613,90,0.4802,0.0752,-0.3168,3601
NFIB,0.2545,0.3612,55,0.4801,0.3825,-0.1067,3602
ISCA1,0.3158,0.3612,57,0.4799,0.4648,-0.0454,3603
FAM210B,0.4527,0.3612,148,0.4798,0.6058,0.0915,3604
TBC1D5,0.2979,0.3611,47,0.4796,0.443,-0.0632,3605
C7orf26,0.2599,0.3611,227,0.4795,0.3901,-0.1012,3606
PLEKHF2,0.1818,0.3611,165,0.4794,0.2838,-0.1793,3607
CNOT10,0.8723,0.361,47,0.4792,0.9638,0.5114,3608
MTMR3,0.338,0.3608,71,0.4791,0.4876,-0.0228,3609
RGS10,0.4286,0.3608,63,0.4789,0.5803,0.0677,3610
TMA7,0.3256,0.3608,43,0.4788,0.4744,-0.0352,3611
SGCD,0.0732,0.3607,123,0.4786,0.1237,-0.2875,3612
PARL,0.4859,0.3607,177,0.4785,0.6389,0.1252,3613
WDR54,0.1083,0.3607,120,0.4783,0.1764,-0.2524,3614
TMSB10,0.395,0.3607,119,0.4782,0.5459,0.0343,3615
CAPN5,0.2128,0.3607,94,0.4781,0.3235,-0.1479,3616
ATG14,0.5,0.3605,92,0.4779,0.6533,0.1395,3617
STXBP4,0.2605,0.3604,119,0.4778,0.3913,-0.0999,3618
PARP12,0.4729,0.3604,203,0.4776,0.6255,0.1125,3619
C8orf33,0.5251,0.3604,179,0.4775,0.6721,0.1648,3620
SDC1,0.6316,0.3603,114,0.4773,0.7692,0.2712,3621
RPIA,0.0696,0.3603,115,0.4772,0.1155,-0.2907,3622
LYRM1,0.2136,0.3603,103,0.477,0.3241,-0.1467,3623
VPS26B,0.2059,0.3602,68,0.4769,0.3135,-0.1543,3624
FKBP2,0.2235,0.3602,85,0.4768,0.3377,-0.1366,3625
MRPL19,0.2269,0.3601,119,0.4766,0.343,-0.1333,3626
SCO1,0.2857,0.3601,42,0.4765,0.4269,-0.0744,3627
UBE2G2,0.3871,0.3599,62,0.4763,0.5397,0.0272,3628
CELF1,0.6984,0.3598,63,0.4762,0.8296,0.3386,3629
RNF114,0.6026,0.3598,156,0.476,0.7428,0.2428,3630
C19orf47,0.8017,0.3597,121,0.4759,0.909,0.4419,3631
ENPP1,0.14,0.3597,50,0.4757,0.2233,-0.2197,3632
CRTAP,0.8511,0.3597,47,0.4756,0.9501,0.4913,3633
SCRN3,0.2182,0.3597,110,0.4755,0.3314,-0.1415,3634
ITPR2,0.1757,0.3595,148,0.4753,0.2758,-0.1838,3635
DCUN1D5,0.85,0.3595,80,0.4752,0.9494,0.4905,3636
AKR1A1,0.0482,0.3595,83,0.475,0.0811,-0.3113,3637
MAN2A1,0.5056,0.3595,89,0.4749,0.6582,0.1462,3638
HADHA,0.1217,0.3594,115,0.4747,0.1968,-0.2376,3639
FBXW11,0.2615,0.3594,130,0.4746,0.3927,-0.0978,3640
LMO7,0.0455,0.3592,66,0.4744,0.0767,-0.3138,3641
GCLM,0.4167,0.3591,60,0.4743,0.5679,0.0576,3642
GSK3B,0.5546,0.359,119,0.4742,0.7004,0.1956,3643
IFIH1,0.6346,0.3589,104,0.474,0.7722,0.2757,3644
PAFAH1B2,0.3151,0.3589,73,0.4739,0.4642,-0.0438,3645
PPP2CA,0.4815,0.3589,108,0.4737,0.6338,0.1226,3646
AEBP1,0.2682,0.3588,220,0.4736,0.4028,-0.0906,3647
PDE5A,0.0417,0.3588,48,0.4734,0.0705,-0.3171,3648
ACPP,0.2891,0.3587,128,0.4733,0.4311,-0.0697,3649
UBXN6,0.04,0.3587,75,0.4731,0.0671,-0.3187,3650
ALDOC,0.6571,0.3587,105,0.473,0.7926,0.2984,3651
TOM1,0.2034,0.3586,59,0.4729,0.3101,-0.1552,3652
RAD23A,0.1395,0.3585,86,0.4727,0.2219,-0.219,3653
AP1B1,0.1343,0.3585,67,0.4726,0.2153,-0.2242,3654
SCYL2,0.6569,0.3585,102,0.4724,0.7923,0.2984,3655
DENND6A,0.4048,0.3585,42,0.4723,0.5553,0.0463,3656
STAM,0.1951,0.3585,82,0.4721,0.2995,-0.1633,3657
VTI1B,0.3462,0.3583,78,0.472,0.4956,-0.0122,3658
SNAP47,0.5138,0.3582,181,0.4718,0.6637,0.1556,3659
TGFB1I1,0.028,0.3582,107,0.4717,0.0456,-0.3301,3660
VWA8,0.1346,0.3582,52,0.4716,0.2158,-0.2236,3661
MRPS26,0.2932,0.3581,133,0.4714,0.4367,-0.0648,3662
TMOD3,0.0566,0.358,53,0.4713,0.0946,-0.3014,3663
THEM4,0.3144,0.358,194,0.4711,0.4635,-0.0436,3664
PIBF1,0.2647,0.358,68,0.471,0.3976,-0.0933,3665
GAS6,0.1622,0.358,74,0.4708,0.2558,-0.1958,3666
LRRC1,0.3673,0.358,98,0.4707,0.5185,0.0094,3667
ANG,0.051,0.358,98,0.4705,0.0872,-0.3069,3668
SCARB1,0.25,0.358,96,0.4704,0.3758,-0.108,3669
LAMTOR3,0.0851,0.3578,47,0.4703,0.1439,-0.2727,3670
EIF3K,0.4046,0.3578,131,0.4701,0.5551,0.0468,3671
TOR1B,0.4068,0.3578,59,0.47,0.5565,0.049,3672
EFCAB14,0.359,0.3577,78,0.4698,0.5079,0.0012,3673
SLC35B2,0.7736,0.3576,106,0.4697,0.8895,0.4159,3674
ERP29,0.35,0.3576,100,0.4695,0.4988,-0.0076,3675
NFIC,0.2329,0.3574,73,0.4694,0.3532,-0.1245,3676
CHRAC1,0.6514,0.3573,175,0.4692,0.7873,0.2941,3677
JAGN1,0.3077,0.3573,52,0.4691,0.4568,-0.0496,3678
MRPL47,0.3167,0.3572,180,0.469,0.4657,-0.0406,3679
TRAF2,0.7742,0.3572,62,0.4688,0.89,0.417,3680
SLC8A1,0.0696,0.3572,115,0.4687,0.1155,-0.2876,3681
IGFBP2,0.3049,0.3571,82,0.4685,0.4528,-0.0522,3682
EMC10,0.2809,0.357,89,0.4684,0.4202,-0.0761,3683
SRXN1,0.5152,0.357,132,0.4682,0.6642,0.1581,3684
HMBS,0.1449,0.357,69,0.4681,0.2312,-0.212,3685
STX7,0.1176,0.357,51,0.4679,0.1919,-0.2393,3686
UBE2B,0.25,0.3569,108,0.4678,0.3758,-0.1069,3687
CEBPZOS,0.3565,0.3569,115,0.4677,0.5056,-0.0004,3688
COQ9,0.2083,0.3568,96,0.4675,0.3168,-0.1485,3689
CASP9,0.2794,0.3567,68,0.4674,0.4173,-0.0773,3690
GCFC2,0.4706,0.3567,119,0.4672,0.6242,0.1138,3691
TDRD7,0.6102,0.3566,59,0.4671,0.7499,0.2535,3692
DST,0.134,0.3566,97,0.4669,0.2148,-0.2226,3693
C2CD2L,0.0714,0.3566,70,0.4668,0.1193,-0.2851,3694
UBE3B,0.233,0.3565,103,0.4666,0.3533,-0.1235,3695
PPIP5K2,0.5517,0.3565,87,0.4665,0.6974,0.1953,3696
GLUL,0.5684,0.3564,190,0.4664,0.712,0.212,3697
CC2D1B,0.1692,0.3563,65,0.4662,0.2666,-0.1871,3698
ARIH2,0.5952,0.3563,42,0.4661,0.7359,0.2389,3699
OCIAD2,0.725,0.3563,80,0.4659,0.8524,0.3687,3700
CREB1,0.2043,0.3563,93,0.4658,0.3118,-0.152,3701
TXNDC11,0.1852,0.3562,108,0.4656,0.2881,-0.171,3702
HERC1,0.4821,0.3562,56,0.4655,0.6349,0.126,3703
BTBD1,0.3333,0.3561,66,0.4653,0.4822,-0.0228,3704
MZT1,0.2537,0.3561,67,0.4652,0.381,-0.1024,3705
C5orf22,0.6596,0.3561,188,0.4651,0.7945,0.3035,3706
TAP2,0.6224,0.356,98,0.4649,0.7603,0.2665,3707
PTPRS,0.04,0.3559,75,0.4648,0.0671,-0.3159,3708
API5,0.7213,0.3559,61,0.4646,0.849,0.3655,3709
B3GAT3,0.5823,0.3558,79,0.4645,0.7236,0.2265,3710
KCTD10,0.1262,0.3557,103,0.4643,0.2032,-0.2294,3711
VPS26A,0.2647,0.3554,68,0.4642,0.3976,-0.0907,3712
ECI2,0.0455,0.3554,88,0.464,0.0767,-0.3099,3713
WDR20,0.1124,0.3554,89,0.4639,0.1827,-0.243,3714
GLMP,0.29,0.3551,200,0.4638,0.4327,-0.0651,3715
GLOD4,0.2326,0.3551,43,0.4636,0.3526,-0.1225,3716
MBOAT2,0.4732,0.355,112,0.4635,0.6258,0.1182,3717
GFOD2,0.1368,0.355,95,0.4633,0.2184,-0.2181,3718
CD81,0.0,0.355,46,0.4632,0.0058,-0.355,3719
AKAP11,0.1731,0.3549,52,0.463,0.2713,-0.1818,3720
TMCC3,0.2941,0.3548,102,0.4629,0.4379,-0.0607,3721
PPP1R14B,0.8353,0.3548,85,0.4627,0.9387,0.4805,3722
RGS14,0.25,0.3547,132,0.4626,0.3758,-0.1047,3723
PKN1,0.2667,0.3547,90,0.4625,0.4012,-0.088,3724
SLC30A1,0.5027,0.3547,183,0.4623,0.6564,0.1481,3725
ABL1,0.2281,0.3547,57,0.4622,0.3454,-0.1266,3726
MAP4K5,0.6737,0.3546,95,0.462,0.8065,0.3191,3727
STK38L,0.0733,0.3545,150,0.4619,0.1239,-0.2812,3728
TIMMDC1,0.479,0.3545,119,0.4617,0.6316,0.1245,3729
POSTN,0.549,0.3544,51,0.4616,0.6939,0.1946,3730
TNIP2,0.1579,0.3544,57,0.4614,0.2499,-0.1965,3731
GOLIM4,0.6158,0.3544,177,0.4613,0.7543,0.2614,3732
BASP1,0.4162,0.3543,185,0.4612,0.5671,0.0619,3733
ORC5,0.6333,0.3543,210,0.461,0.7709,0.279,3734
ASAP1,0.2111,0.3543,180,0.4609,0.3219,-0.1432,3735
PPM1K,0.037,0.3543,54,0.4607,0.0622,-0.3173,3736
FOXO1,0.2115,0.3543,52,0.4606,0.3226,-0.1427,3737
RAB2B,0.2708,0.3541,96,0.4604,0.4058,-0.0833,3738
DNAJC11,0.4032,0.3541,62,0.4603,0.5539,0.0492,3739
RNF123,0.0233,0.354,43,0.4602,0.0365,-0.3307,3740
MTMR14,0.1923,0.354,52,0.46,0.2961,-0.1617,3741
RRAD,0.1263,0.354,95,0.4599,0.2034,-0.2277,3742
CCDC115,0.2353,0.354,102,0.4597,0.3555,-0.1187,3743
TOM1L1,0.2917,0.3539,120,0.4596,0.4344,-0.0623,3744
HERC2,0.2963,0.3538,54,0.4594,0.4407,-0.0575,3745
